***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 22.0.2 - Marco de 2026 (CPLEX)                         *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - ABRIL/26 - MAIO/26 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPERADO  - Data do Caso: 12/04/2026                                                       
____________________________________________________________________

-----------------------------
Titulacao das usinas Termicas                                                   
-----------------------------
----------------------------------------------------------------------------------------------------
IPER:            Indice do periodo.                                                                                                                                                                     
USIT:            Numero de cadastro da usina termoeletrica                                                                                                                                              
Nome Usit:       Nome da usina termoeletrica                                                                                                                                                            
NomeSist:        Nome do subsistema                                                                                                                                                                     
Gter:            Geracao Termoeletrica                                                                                                                                                                  
Ordem Merito:    Titulacao da usina termica por Ordem Merito                                                                                                                                            
Inflexibilidade: Titulacao da usina termica devido a inflexibilidade                                                                                                                                    
GERACAO UC:      Geracao da usina termica devido a restricoes de UC                                                                                                                                     
TOFF:            Montante de geracao das unidades que estao cumprindo tempo minimo desligada (TOFF).                                                                                                    
ORD.MER.TOTAL:   Indica que a usina esta na ordem de merito gerando o maximo .                                                                                                                          
----------------------------------------------------------------------------------------------------

-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
IPER ;USIT ;  Nome Usit   ;NomeSist;  Gter   ;Ordem Merito; Inflexibilidade ; GERACAO UC ;    TOFF    ;ORD.MER.TOTAL;
  -  ;  -  ;      -       ;   -    ;  (MW)   ;     MW     ;       MW        ;     MW     ;     -      ;      -      ;
-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
  64 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 090 ; TERMOMACAE   ; SE     ;   675.00;       0.00 ;          675.00 ;       0.00 ;       0.00 ;             ;
  64 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 097 ; CUBATAO      ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  64 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 106 ; ERB CANDEIAS ; NE     ;     3.50;       0.00 ;            0.00 ;       3.50 ;       0.00 ;             ;
  64 ; 107 ; PAMPA SUL    ; S      ;   345.00;     345.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 140 ; MAUA 3       ; N      ;   264.00;     264.00 ;          264.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 146 ; STA VITORIA  ; SE     ;    41.00;      41.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  64 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  64 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 201 ; APARECIDA    ; N      ;   120.00;     120.00 ;           95.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 203 ; PORAQUE      ; N      ;    65.23;      65.23 ;           50.00 ;       0.00 ;       0.00 ;             ;
  64 ; 204 ; JARAQUI      ; N      ;    63.00;      63.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 205 ; PIRARUCU     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 207 ; TUCUNARE     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 209 ; TAMBAQUI     ; N      ;    63.00;      63.00 ;           56.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 211 ; BAIXADA FLU  ; SE     ;   530.00;     530.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 212 ; MARANHAO III ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 229 ; ONCA PINTADA ; SE     ;    50.00;      50.00 ;           30.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 236 ; MARLIM AZUL  ; SE     ;   565.00;     565.00 ;          505.00 ;       0.00 ;       0.00 ;     MAX     ;
  64 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 239 ; PARNAIBA V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
  64 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 323 ; BONFIM       ; N      ;    10.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  64 ; 326 ; JAGUATIRICA  ; N      ;    69.50;       0.00 ;            0.00 ;      69.50 ;       0.00 ;             ;
  64 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 329 ; PAU RAINHA   ; N      ;    10.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 330 ; SANTA LUZ    ; N      ;     5.60;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  64 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
  64 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 001 ; ANGRA 1      ; SE     ;   640.00;     640.00 ;          640.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 013 ; ANGRA 2      ; SE     ;  1350.00;    1350.00 ;         1350.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 021 ; MARANHAO V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
  65 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
  65 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
  65 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 036 ; MARANHAO IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
  65 ; 046 ; N.VENECIA 2  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 047 ; TERMORIO     ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  65 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 090 ; TERMOMACAE   ; SE     ;   675.00;       0.00 ;          675.00 ;       0.00 ;       0.00 ;             ;
  65 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 097 ; CUBATAO      ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  65 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 106 ; ERB CANDEIAS ; NE     ;     3.50;       0.00 ;            0.00 ;       3.50 ;       0.00 ;             ;
  65 ; 107 ; PAMPA SUL    ; S      ;   345.00;     345.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 140 ; MAUA 3       ; N      ;   264.00;       0.00 ;          264.00 ;       0.00 ;       0.00 ;             ;
  65 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 146 ; STA VITORIA  ; SE     ;    41.00;      41.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  65 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  65 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 201 ; APARECIDA    ; N      ;    95.00;       0.00 ;           95.00 ;       0.00 ;       0.00 ;             ;
  65 ; 203 ; PORAQUE      ; N      ;    50.00;       0.00 ;           50.00 ;       0.00 ;       0.00 ;             ;
  65 ; 204 ; JARAQUI      ; N      ;    50.00;       0.00 ;           50.00 ;       0.00 ;       0.00 ;             ;
  65 ; 205 ; PIRARUCU     ; N      ;    66.00;       0.00 ;           66.00 ;       0.00 ;       0.00 ;             ;
  65 ; 207 ; TUCUNARE     ; N      ;    66.00;       0.00 ;           66.00 ;       0.00 ;       0.00 ;             ;
  65 ; 209 ; TAMBAQUI     ; N      ;    56.00;       0.00 ;           56.00 ;       0.00 ;       0.00 ;             ;
  65 ; 211 ; BAIXADA FLU  ; SE     ;   530.00;     530.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 212 ; MARANHAO III ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 229 ; ONCA PINTADA ; SE     ;    50.00;      50.00 ;           30.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 236 ; MARLIM AZUL  ; SE     ;   565.00;     565.00 ;          505.00 ;       0.00 ;       0.00 ;     MAX     ;
  65 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 239 ; PARNAIBA V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
  65 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 323 ; BONFIM       ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  65 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  65 ; 326 ; JAGUATIRICA  ; N      ;    62.10;       0.00 ;            0.00 ;      62.10 ;       0.00 ;             ;
  65 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 329 ; PAU RAINHA   ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  65 ; 330 ; SANTA LUZ    ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  65 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  65 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
  65 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 001 ; ANGRA 1      ; SE     ;   640.00;       0.00 ;          640.00 ;       0.00 ;       0.00 ;             ;
  66 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 013 ; ANGRA 2      ; SE     ;  1350.00;       0.00 ;         1350.00 ;       0.00 ;       0.00 ;             ;
  66 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 021 ; MARANHAO V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
  66 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
  66 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
  66 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 036 ; MARANHAO IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
  66 ; 046 ; N.VENECIA 2  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 047 ; TERMORIO     ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  66 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 090 ; TERMOMACAE   ; SE     ;   675.00;       0.00 ;          675.00 ;       0.00 ;       0.00 ;             ;
  66 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 097 ; CUBATAO      ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  66 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  66 ; 106 ; ERB CANDEIAS ; NE     ;     3.50;       0.00 ;            0.00 ;       3.50 ;       0.00 ;             ;
  66 ; 107 ; PAMPA SUL    ; S      ;   345.00;     345.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  66 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
